scenario,events,split_mode,base_distribution,background,base_info,background_info,event_infos,scenario_group,dataset,length
mean_shift+variance_shift,"mean_shift,variance_shift",ood_background,white_noise,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 52, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(1.7073312016317475), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'left', 'seasonal_amplitude': np.float64(2.3521399139688755)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [179], 'shift_magnitudes': [np.float64(2.4324230624009555)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [124], 'shift_magnitudes': [2.318243405942604], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_background,1200
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_background,arma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([ 0.49500361, -0.63313613]), 'ma_order': 1, 'ma_coefs': array([-0.7288566])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.008459116279219697), 'intercept': -0.3236457517349718, 'seasonal_period': [24, 7], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(5.146321808251831), np.float64(3.1461628621674773)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'beginning', 'shift_indices': [np.int64(312), np.int64(1008)], 'shift_magnitudes': [2.992630478777061, 2.9026277673558316], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([255]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,1200
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_background,arma,multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 4, 'ar_coefs': array([-0.86942079, -0.35180503,  0.22945845,  0.01010864]), 'ma_order': 2, 'ma_coefs': array([-0.86571285, -0.01027523])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [24, 52], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(2.7330479811907065), np.float64(2.8355151398666854)]}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([269]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([257]), 'ends': array([420]), 'lengths': [163], 'magnitudes': [np.float64(-8.27584636283)], 'magnitude_strengths': [1.9127429701305925], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_background,1200
no_event,none,ood_background,ma,volatility_background,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 5, 'ma_coefs': array([ 0.42356796,  0.28348793, -0.64800887, -0.39153928, -0.34312771])}","{'background': 'volatility_background', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['volatility_background'], 'volatility_kind': 'arch', 'volatility_strength': np.float64(2.7551396466338014), 'volatility_info': {'type': 'volatility', 'subtype': 'ARCH', 'alpha': 0.8048170638613714, 'omega': 0.28494263723968416}}",[],no_event,ood_background,1200
variance_shift,variance_shift,ood_background,arma,multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.53090981]), 'ma_order': 5, 'ma_coefs': array([-0.13612992, -0.18622333, -0.16807513,  0.72766302,  0.26473554])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [30, 7], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.171483845832187), np.float64(1.3337845155960055)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [297], 'shift_magnitudes': [2.438758315377087], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_background,1200
mean_shift+point_anomaly,"mean_shift,point_anomaly",ood_background,ar,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 4, 'ar_coefs': array([ 0.60563468, -0.38645032,  0.07575972,  0.21544856])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 12, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(2.5873645598930017), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'right', 'seasonal_amplitude': np.float64(4.435357297963781)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [991], 'shift_magnitudes': [np.float64(3.3089081425623594)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([904]), 'location': 'end', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,1200
mean_shift+variance_shift,"mean_shift,variance_shift",ood_background,arma,cubic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([ 0.47303261,  0.63067641, -0.77875903]), 'ma_order': 4, 'ma_coefs': array([0.87408412, 0.55302023, 0.57052714, 0.25907272])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(6.13671841557993), 'cubic_sign': np.int64(1)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [520], 'shift_magnitudes': [np.float64(20.848923195215445)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [575], 'shift_magnitudes': [1.8035710253884214], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_background,1200
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_background,ma,cubic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([0.4887012 , 0.72122825])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(3.0515712765788745), 'cubic_sign': np.int64(1)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [564], 'shift_magnitudes': [2.937423787458248], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([696]), 'ends': array([779]), 'lengths': [83], 'magnitudes': [np.float64(6.12080301381454)], 'magnitude_strengths': [1.388773148380805], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,1200
no_event,none,ood_background,ar,cubic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.88363593])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(2.325473273652768), 'cubic_sign': np.int64(-1)}",[],no_event,ood_background,1200
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_background,arma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.09026361]), 'ma_order': 1, 'ma_coefs': array([-0.15492563])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.005371066532538941), 'intercept': -0.08798325863509127, 'seasonal_period': [52, 5], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.230962824823358), np.float64(1.9853145179002087)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [271], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.005371066532538941), 'intercept': -0.08798325863509127}}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([184]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,1200
point_anomaly,point_anomaly,ood_background,white_noise,volatility_background,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'volatility_background', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['volatility_background'], 'volatility_kind': 'arch', 'volatility_strength': np.float64(1.4337531794074985), 'volatility_info': {'type': 'volatility', 'subtype': 'ARCH', 'alpha': 0.7234129628550985, 'omega': 0.18971202870005915}}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 20, 'anomaly_indices': array([   8,   55,   62,   82,  148,  170,  218,  322,  370,  438,  439,
        509,  519,  601,  678,  737,  846,  894,  906, 1098], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,ood_background,1200
variance_shift+trend_shift,"variance_shift,trend_shift",ood_background,white_noise,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(0.0064797051098819496), 'intercept': -0.2647207904932186, 'seasonal_period': [30, 7], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.77727655090728), np.float64(2.2432487382758)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(600), np.int64(770)], 'shift_magnitudes': [1.9242731548442533, 2.5858239084296555], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [920], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.0064797051098819496), 'intercept': -0.2647207904932186}}]",shift_shift,ood_background,1200
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",ood_background,white_noise,multiple_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [180, 52], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(2.2676083765313266), np.float64(1.5414755595764709)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [885], 'shift_magnitudes': [np.float64(2.915141731898247)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'end', 'starts': array([1016]), 'ends': array([1135]), 'lengths': [119], 'magnitudes': [np.float64(4.8524561864154325)], 'magnitude_strengths': [2.0481822843384223], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,1200
mean_shift+variance_shift,"mean_shift,variance_shift",ood_background,ar,cubic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([ 0.69681056, -0.28590861])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(2.2590126489570057), 'cubic_sign': np.int64(-1)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [505], 'shift_magnitudes': [np.float64(7.131372871246969)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [670], 'shift_magnitudes': [1.5096416327224513], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_background,1200
point_anomaly,point_anomaly,ood_background,arma,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.3119496]), 'ma_order': 2, 'ma_coefs': array([-0.66891029,  0.81128652])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 52, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(1.5462020755813743), 'quadratic_sign': np.int64(1), 'quadratic_location': 'right', 'seasonal_amplitude': np.float64(3.1621339547711353)}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([355]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,ood_background,1200
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_background,white_noise,multiple_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [90, 12], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.947040732974306), np.float64(1.3091336437041816)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [713], 'shift_magnitudes': [2.2806260505307554], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([661]), 'ends': array([775]), 'lengths': [114], 'magnitudes': [np.float64(4.070663305707231)], 'magnitude_strengths': [1.9249482750614044], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,1200
mean_shift,mean_shift,ood_background,arma,volatility_background,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 5, 'ar_coefs': array([ 0.09229813, -0.53385431, -0.61527287,  0.17444158, -0.13220241]), 'ma_order': 2, 'ma_coefs': array([ 0.47061113, -0.29512221])}","{'background': 'volatility_background', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['volatility_background'], 'volatility_kind': 'arch', 'volatility_strength': np.float64(4.737955499344488), 'volatility_info': {'type': 'volatility', 'subtype': 'ARCH', 'alpha': 0.8745054807045389, 'omega': 0.12675586180589765}}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [1053], 'shift_magnitudes': [np.float64(9.559235674757002)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_background,1200
variance_shift,variance_shift,ood_background,arma,multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([ 0.17784668, -0.54021897]), 'ma_order': 1, 'ma_coefs': array([0.69536938])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [30, 5], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(2.1034738770252166), np.float64(2.35666861660476)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [889], 'shift_magnitudes': [2.502351377078789], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_background,1200
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_background,ma,volatility_background+linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.3612072])}","{'background': 'volatility_background+linear', 'slope': np.float64(0.004380619069626225), 'intercept': 0.24696440111116202, 'seasonal_period': None, 'components': ['volatility_background', 'linear'], 'volatility_kind': 'arch', 'volatility_strength': np.float64(0.9697676903971939), 'volatility_info': {'type': 'volatility', 'subtype': 'ARCH', 'alpha': 0.7617213784592544, 'omega': 0.13244762778231634}}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [540], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.004380619069626225), 'intercept': 0.24696440111116202}}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 16, 'anomaly_indices': array([ 103,  123,  160,  252,  272,  294,  390,  552,  569,  588,  675,
        677,  799,  889,  912, 1190], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,1200
no_event,none,ood_background,white_noise,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.007677831966233138), 'intercept': 0.35401637542186193, 'seasonal_period': [7, 52], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(2.7191425269781635), np.float64(3.9183018576626596)]}",[],no_event,ood_background,1200
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",ood_background,white_noise,multiple_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [52, 180], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.7604179157723394), np.float64(1.9861571933634214)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [181], 'shift_magnitudes': [np.float64(1.7927972858131078)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([349]), 'ends': array([423]), 'lengths': [74], 'magnitudes': [np.float64(-3.119898180409617)], 'magnitude_strengths': [1.4615947500847128], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,1200
mean_shift+variance_shift,"mean_shift,variance_shift",ood_background,ma,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.73447606])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(1.3001663099729557), 'quadratic_sign': np.int64(1), 'quadratic_location': 'right', 'seasonal_amplitude': np.float64(3.2295106631044725)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [580], 'shift_magnitudes': [np.float64(2.242775614702092)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(120), np.int64(840)], 'shift_magnitudes': [2.7823673171597307, 2.4144767856287226], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_background,1200
variance_shift,variance_shift,ood_background,ma,multiple_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 5, 'ma_coefs': array([-0.08750094, -0.45690649,  0.21753351,  0.00781858, -0.19049002])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [12, 5], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.2247597963987666), np.float64(1.350810534242419)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [156], 'shift_magnitudes': [1.9251238988304147], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_background,1200
mean_shift+variance_shift,"mean_shift,variance_shift",ood_background,arma,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([0.40434151, 0.31922899]), 'ma_order': 3, 'ma_coefs': array([ 0.47733249,  0.60824041, -0.3954736 ])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(4.149606457220232), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center', 'seasonal_amplitude': np.float64(4.545954708637792)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': 'beginning', 'shift_indices': [np.int64(240), np.int64(420)], 'shift_magnitudes': [np.float64(4.043959744073506), np.float64(3.6087861537221237)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [349], 'shift_magnitudes': [2.5730352303708113], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_background,1200
mean_shift+variance_shift,"mean_shift,variance_shift",ood_background,ma,multiple_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([-0.72219449,  0.55204798])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [180, 12], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.9795296090518613), np.float64(1.8284690553611673)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [851], 'shift_magnitudes': [np.float64(2.802646141467734)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [976], 'shift_magnitudes': [2.794456079312149], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_background,1200
point_anomaly,point_anomaly,ood_background,ar,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([-0.40018172,  0.07346534, -0.28732882])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.009775571240363488), 'intercept': -0.029013422675609912, 'seasonal_period': [24, 5], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(5.754326458176228), np.float64(6.19552325926645)]}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 17, 'anomaly_indices': array([   4,   25,   77,  103,  160,  188,  328,  370,  395,  524,  551,
        693,  709,  743,  744, 1177, 1185], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,ood_background,1200
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",ood_background,ar,volatility_background+linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([0.61050812, 0.25437324])}","{'background': 'volatility_background+linear', 'slope': np.float64(0.009284116964838872), 'intercept': -0.09815813751115998, 'seasonal_period': None, 'components': ['volatility_background', 'linear'], 'volatility_kind': 'arch', 'volatility_strength': np.float64(2.0989339925501307), 'volatility_info': {'type': 'volatility', 'subtype': 'ARCH', 'alpha': 0.5165828668008475, 'omega': 0.17734118476934385}}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [617], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.009284116964838872), 'intercept': -0.09815813751115998}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([640]), 'ends': array([745]), 'lengths': [105], 'magnitudes': [np.float64(5.054154739985257)], 'magnitude_strengths': [1.7789452648836788], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,1200
mean_shift+point_anomaly,"mean_shift,point_anomaly",ood_background,white_noise,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.00796688738520926), 'intercept': -0.082439592816971, 'seasonal_period': [12, 52], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.51690262928925), np.float64(4.4252657370575905)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [944], 'shift_magnitudes': [np.float64(6.812899877000047)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 19, 'anomaly_indices': array([   2,   41,   67,  113,  161,  223,  235,  273,  280,  414,  553,
        672,  733,  952,  985, 1017, 1027, 1108, 1152], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,1200
point_anomaly,point_anomaly,ood_background,white_noise,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(2.2441334025866517), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'right', 'seasonal_amplitude': np.float64(3.5892556621329614)}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([321]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,ood_background,1200
collective_anomaly,collective_anomaly,ood_background,arma,multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([ 0.46486858, -0.28730982, -0.03001233]), 'ma_order': 1, 'ma_coefs': array([-0.37247919])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [52, 5], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.5807697749513556), np.float64(1.3947049982481567)]}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'end', 'starts': array([923]), 'ends': array([1015]), 'lengths': [92], 'magnitudes': [np.float64(-3.0905124662559302)], 'magnitude_strengths': [1.5447650936764963], 'wrapper_event_label': 'collective_anomaly'}]",single_event,ood_background,1200
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_background,ma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.54288588])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.006620134254393181), 'intercept': -0.06671312892022052, 'seasonal_period': [180, 7], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(5.136249339542814), np.float64(3.4572740928125563)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [710], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.006620134254393181), 'intercept': -0.06671312892022052}}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 22, 'anomaly_indices': array([ 104,  115,  186,  319,  374,  426,  537,  538,  569,  621,  633,
        782,  840,  853,  858,  982, 1003, 1024, 1027, 1028, 1083, 1148],
      dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,1200
point_anomaly,point_anomaly,ood_background,arma,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 4, 'ar_coefs': array([-0.55571719,  0.53163645,  0.62399509,  0.2706377 ]), 'ma_order': 1, 'ma_coefs': array([-0.30708794])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 12, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(2.3648627598082794), 'quadratic_sign': np.int64(1), 'quadratic_location': 'left', 'seasonal_amplitude': np.float64(5.77275030854947)}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 20, 'anomaly_indices': array([  24,   48,  156,  330,  349,  407,  429,  467,  478,  555,  582,
        614,  699,  858,  861,  885,  961, 1140, 1160, 1188], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,ood_background,1200
